notification_id,app_source,sender_type,content_type,time_slot,hour,user_context,notification_text,base_importance,eff_importance,true_optimal_action
4399,whatsapp,unknown,spam,lunch,12,with_friends,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.9,MUTE
4400,whatsapp,group_academic,meeting_reminder,late_night,23,relaxing,"Team sync call in 20 minutes, Google Meet link in chat",3.9,3.9,NOW
4401,whatsapp,group_academic,meeting_reminder,late_night,22,studying,"Study group at 6 PM in the library, confirm attendance",3.9,3.15,NOW
4402,whatsapp,known_friend,personal_chat,late_night,22,sleeping,Are you coming to the thing later?,4.0,2.2,BATCH
4403,instagram,known_friend,social_invite,evening,19,with_family,Notification from instagram,2.5,2.1,BATCH
4404,whatsapp,known_friend,media_share,afternoon,17,studying,This meme is literally you 😭,2.8,2.05,MUTE
4405,email,promotional,discount_offer,lunch,13,relaxing,Your Amazon Prime renewal — special rate for students,2.0,2.0,BATCH
4406,academic,professor,grade,late_night,23,studying,Your mid-term exam score has been posted,4.6,3.85,NOW
4407,academic,professor,assignment,night,5,sleeping,Your assignment submission was received successfully,4.8,3.0,BATCH
4408,instagram,unknown,promo_offer,evening,19,relaxing,Your story views are up! See who's watching,1.5,1.5,MUTE
4409,academic,professor,grade,evening,18,with_family,Quiz 4 results are now visible on your dashboard,4.6,4.2,NOW
4410,academic,professor,announcement,late_night,23,relaxing,Office hours moved to Friday 2-4 PM this week,4.2,4.2,NOW
4411,email,promotional,newsletter,class_pm,15,in_class,Top tech news this week — your morning briefing,1.8,0.7,MUTE
4412,instagram,rare_contact,media_share,afternoon,17,studying,Sent you a reel,2.3,1.55,MUTE
4413,news_promo,promotional,discount_offer,late_night,21,studying,Student discount activated: 25% off your next purchase,1.8,1.05,MUTE
4414,unknown,spam,spam,afternoon,16,studying,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.5,MUTE
4415,news_promo,promotional,app_update,class_pm,14,in_class,Update available for an app on your phone,1.4,0.5,MUTE
4416,whatsapp,unknown,promo_offer,late_night,22,relaxing,Congratulations! You've been selected for a prize. Click to claim,1.8,1.8,MUTE
4417,instagram,known_friend,social_invite,morning,7,relaxing,Notification from instagram,2.5,2.5,BATCH
4418,instagram,known_friend,personal_chat,afternoon,16,with_friends,Sent you a message,3.2,2.9,BATCH
4419,email,academic_inst,deadline_reminder,late_night,22,sleeping,Mid-semester exam schedule released — please check your slot,4.8,3.0,NOW
4420,whatsapp,known_friend,social_invite,evening,19,studying,"Movie night at 8, everyone's coming",3.5,2.75,NOW
4421,email,promotional,app_update,class_pm,16,studying,Notion has new features you'll love — update now,1.6,0.85,MUTE
4422,whatsapp,known_friend,personal_chat,late_night,22,studying,Can you call me when you get a chance?,4.0,3.25,NOW
4423,email,unknown_sender,phishing,afternoon,15,with_friends,Your university account will be suspended — verify now,1.3,1.0,MUTE
4424,instagram,known_friend,social_invite,late_night,23,relaxing,Notification from instagram,2.5,2.5,BATCH
4425,academic,system,grade_update,evening,20,relaxing,A new grade has been entered for your course,4.3,4.3,NOW
4426,unknown,spam,spam,evening,19,with_family,Investment plan with 50% annual returns — limited offer,1.1,0.7,MUTE
4427,email,known_contact,personal_chat,afternoon,16,relaxing,Catch up soon?,3.2,3.2,NOW
4428,whatsapp,group_academic,meeting_reminder,late_night,21,sleeping,"Study group at 6 PM in the library, confirm attendance",3.9,2.1,BATCH
4429,whatsapp,known_friend,personal_chat,evening,19,relaxing,Are you coming to the thing later?,4.0,4.0,NOW
4430,whatsapp,known_friend,personal_chat,class_am,10,in_class,Just wanted to check in on you,4.0,2.9,BATCH
4431,instagram,known_friend,personal_chat,class_pm,15,in_class,Mentioned you in their story,3.2,2.1,MUTE
4432,email,academic_inst,registration,class_am,11,in_class,Course registration for next semester opens Monday,3.8,2.7,BATCH
4433,instagram,known_friend,personal_chat,morning,8,waking_up,Hey! Long time 😊,3.2,3.0,NOW
4434,email,academic_inst,grade_update,lunch,12,studying,Mid-term results are now available on the student portal,4.4,3.65,NOW
4435,email,unknown_sender,newsletter,class_am,9,in_class,You're subscribed to our weekly newsletter,1.5,0.5,MUTE
4436,whatsapp,unknown,spam,evening,20,studying,You have won a gift voucher worth Rs.5000. Claim here,1.2,0.5,MUTE
4437,instagram,unknown,spam,late_night,22,relaxing,You've been selected for a collaboration! DM for details,1.2,1.2,MUTE
4438,instagram,unknown,promo_offer,afternoon,15,with_friends,Exclusive deal just for you — 30% off premium,1.5,1.2,BATCH
4439,instagram,unknown,promo_offer,evening,19,with_family,Your story views are up! See who's watching,1.5,1.1,MUTE
4440,academic,system,grade_update,evening,20,relaxing,A new grade has been entered for your course,4.3,4.3,NOW
4441,academic,system,deadline,evening,19,studying,Reminder: 3 days left to submit Assignment 4,4.7,3.95,NOW
4442,whatsapp,known_friend,personal_chat,afternoon,17,relaxing,Can you call me when you get a chance?,4.0,4.0,NOW
4443,email,known_contact,professional,evening,20,with_family,Quick question about the project timeline,3.6,3.2,NOW
4444,instagram,known_friend,media_share,evening,18,with_family,Sent you a reel,2.5,2.1,BATCH
4445,instagram,rare_contact,media_share,evening,20,relaxing,Shared something with you,2.3,2.3,MUTE
4446,email,unknown_sender,registration,evening,19,studying,Important update about your course registration status,3.5,2.75,BATCH
4447,whatsapp,known_friend,personal_chat,class_am,10,studying,Are you coming to the thing later?,4.0,3.25,NOW
4448,instagram,unknown,promo_offer,late_night,23,studying,Exclusive deal just for you — 30% off premium,1.5,0.75,MUTE
4449,whatsapp,group_social,social_chat,morning,6,waking_up,Guys the mess food today is actually decent 😂,2.8,2.6,BATCH
4450,instagram,rare_contact,media_share,night,4,sleeping,Shared something with you,2.3,0.5,MUTE
4451,whatsapp,group_academic,group_chat,class_am,9,studying,Anyone understand question 4 from the problem set?,3.2,2.45,BATCH
4452,unknown,spam,spam,afternoon,16,relaxing,URGENT: Your SIM card will be blocked in 24 hours,1.1,1.1,MUTE
4453,email,academic_inst,announcement,evening,18,relaxing,Library hours extended during exam week,4.0,4.0,NOW
4454,whatsapp,unknown,promo_offer,late_night,21,studying,Congratulations! You've been selected for a prize. Click to claim,1.8,1.05,MUTE
4455,whatsapp,known_friend,social_invite,class_am,10,in_class,"Movie night at 8, everyone's coming",3.5,2.4,BATCH
4456,unknown,spam,spam,class_am,10,in_class,"You've won a Rs.10,000 gift card — claim here",1.1,0.5,MUTE
4457,unknown,spam,spam,class_pm,14,in_class,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
4458,email,academic_inst,grade_update,class_am,10,in_class,Mid-term results are now available on the student portal,4.4,3.3,NOW
4459,email,promotional,app_update,class_am,11,in_class,Notion has new features you'll love — update now,1.6,0.5,MUTE
4460,instagram,rare_contact,social_chat,afternoon,17,relaxing,Started following you,2.65,2.65,BATCH
4461,whatsapp,known_friend,social_invite,morning,8,waking_up,Come join us at the library,3.5,3.3,BATCH
4462,whatsapp,known_friend,personal_chat,class_pm,14,studying,Bro did you see what happened?,4.0,3.25,BATCH
4463,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Just wanted to check in on you,4.0,2.9,BATCH
4464,unknown,spam,spam,class_am,10,in_class,"You've won a Rs.10,000 gift card — claim here",1.1,0.5,MUTE
4465,whatsapp,known_friend,media_share,late_night,23,studying,"This song is stuck in my head, sharing",2.8,2.05,BATCH
4466,email,unknown_sender,newsletter,morning,8,studying,Unsubscribe from future communications here,1.5,0.75,MUTE
4467,whatsapp,known_friend,personal_chat,class_am,9,in_class,Did you finish the readings for tomorrow?,4.0,2.9,NOW
4468,email,academic_inst,announcement,class_am,10,in_class,Library hours extended during exam week,4.0,2.9,BATCH
4469,whatsapp,group_academic,assignment_update,class_pm,14,studying,Reminder: group presentation is next Monday,4.2,3.45,NOW
4470,email,known_contact,personal_chat,evening,18,with_friends,Wanted to share this opportunity with you,3.2,2.9,NOW
4471,academic,professor,announcement,night,2,studying,Lecture recording for Week 9 is now available,4.2,3.45,NOW
4472,news_promo,promotional,discount_offer,evening,20,with_family,Student discount activated: 25% off your next purchase,1.8,1.4,MUTE
4473,email,promotional,newsletter,evening,19,with_family,Substack: 3 new posts from writers you follow,1.8,1.4,MUTE
4474,email,academic_inst,registration,lunch,13,relaxing,Important: Complete your hostel registration by Friday,3.8,3.8,NOW
4475,whatsapp,known_friend,social_invite,evening,18,studying,"Movie night at 8, everyone's coming",3.5,2.75,BATCH
4476,news_promo,promotional,discount_offer,morning,8,relaxing,Limited time: Buy 1 Get 1 Free on all beverages,1.8,1.8,MUTE
4477,email,promotional,newsletter,class_am,10,studying,Your weekly digest from Medium is here,1.8,1.05,MUTE
4478,email,known_contact,personal_chat,lunch,12,with_friends,"Hey, just checking how you're settling in!",3.2,2.9,BATCH
4479,whatsapp,group_academic,group_chat,late_night,21,relaxing,"Notes uploaded to the drive, everyone download",3.2,3.2,NOW
4480,instagram,unknown,promo_offer,night,3,relaxing,New followers waiting! Boost your profile now,1.5,1.5,MUTE
4481,academic,professor,announcement,late_night,22,relaxing,Lecture recording for Week 9 is now available,4.2,4.2,NOW
4482,academic,system,deadline,lunch,12,relaxing,WARNING: You have not submitted Assignment 3 yet,4.7,4.7,NOW
4483,whatsapp,group_social,social_chat,morning,7,studying,Long weekend plans??,2.8,2.05,BATCH
4484,email,academic_inst,deadline_reminder,morning,7,studying,Mid-semester exam schedule released — please check your slot,4.8,4.05,NOW
4485,instagram,rare_contact,social_chat,lunch,13,studying,Started following you,2.65,1.9,BATCH
4486,academic,system,deadline,late_night,23,studying,Reminder: 3 days left to submit Assignment 4,4.7,3.95,NOW
4487,instagram,known_friend,social_invite,evening,20,with_family,Notification from instagram,2.5,2.1,MUTE
4488,unknown,spam,spam,late_night,23,relaxing,Your loan has been approved — collect details,1.1,1.1,MUTE
4489,instagram,known_friend,personal_chat,night,4,sleeping,Hey! Long time 😊,3.2,1.4,MUTE
4490,email,unknown_sender,registration,afternoon,17,studying,Urgent: Your academic record needs attention,3.5,2.75,NOW
4491,whatsapp,group_social,event_invite,class_am,11,studying,"Freshers' night this Friday, we're all going right?",3.0,2.25,BATCH
4492,instagram,rare_contact,social_chat,class_pm,16,studying,Started following you,2.65,1.9,MUTE
4493,email,known_contact,personal_chat,evening,18,with_friends,Wanted to share this opportunity with you,3.2,2.9,BATCH
4494,email,academic_inst,grade_update,class_am,11,studying,Your Quiz 3 grades have been released on the portal,4.4,3.65,NOW
4495,email,academic_inst,grade_update,afternoon,15,studying,Mid-term results are now available on the student portal,4.4,3.65,NOW
4496,academic,professor,grade,class_pm,14,in_class,Quiz 4 results are now visible on your dashboard,4.6,3.5,NOW
4497,whatsapp,group_academic,assignment_update,late_night,21,sleeping,Who's doing which section of the report?,4.2,2.4,BATCH
4498,instagram,rare_contact,media_share,lunch,13,relaxing,Sent you a reel,2.3,2.3,BATCH
4499,instagram,known_friend,personal_chat,evening,19,with_family,Mentioned you in their story,3.2,2.8,BATCH
4500,unknown,spam,spam,class_pm,16,in_class,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
4501,instagram,unknown,promo_offer,late_night,22,sleeping,Exclusive deal just for you — 30% off premium,1.5,0.5,MUTE
4502,email,promotional,discount_offer,late_night,22,studying,Flash sale: Coursera courses from Rs.499 today only,2.0,1.25,MUTE
4503,email,unknown_sender,registration,evening,18,with_family,Action required: Confirm your enrollment by Friday,3.5,3.1,NOW
4504,instagram,known_friend,media_share,late_night,23,studying,Sent you a reel,2.5,1.75,MUTE
4505,instagram,known_friend,media_share,afternoon,16,with_friends,Sent you a reel,2.5,2.2,BATCH
4506,academic,system,deadline,class_pm,14,studying,Reminder: 3 days left to submit Assignment 4,4.7,3.95,NOW
4507,instagram,rare_contact,social_chat,night,5,sleeping,Commented on your post,2.65,0.85,MUTE
4508,email,known_contact,personal_chat,evening,20,studying,Catch up soon?,3.2,2.45,BATCH
4509,email,academic_inst,grade_update,evening,19,studying,Your Quiz 3 grades have been released on the portal,4.4,3.65,NOW
4510,academic,professor,grade,evening,18,with_family,Quiz 4 results are now visible on your dashboard,4.6,4.2,NOW
4511,email,promotional,newsletter,late_night,22,relaxing,Substack: 3 new posts from writers you follow,1.8,1.8,BATCH
4512,email,known_contact,personal_chat,afternoon,15,relaxing,Wanted to share this opportunity with you,3.2,3.2,BATCH
4513,instagram,known_friend,personal_chat,afternoon,17,relaxing,Haha I saw your post 😂,3.2,3.2,NOW
4514,email,promotional,discount_offer,class_pm,14,in_class,Flash sale: Coursera courses from Rs.499 today only,2.0,0.9,MUTE
4515,instagram,unknown,promo_offer,evening,18,with_friends,New followers waiting! Boost your profile now,1.5,1.2,MUTE
4516,unknown,spam,spam,class_am,9,in_class,Free data offer! Click the link to activate,1.1,0.5,MUTE
4517,whatsapp,known_friend,personal_chat,evening,18,studying,Missing you! When are we hanging out?,4.0,3.25,NOW
4518,instagram,known_friend,media_share,lunch,12,relaxing,Shared a post with you,2.5,2.5,BATCH
4519,whatsapp,group_academic,assignment_update,afternoon,17,studying,Can someone take notes today? I'll be late to class,4.2,3.45,NOW
4520,whatsapp,known_friend,social_invite,evening,19,studying,"Group dinner plan for Saturday, save the date",3.5,2.75,NOW
4521,instagram,unknown,spam,afternoon,17,studying,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
4522,instagram,known_friend,personal_chat,lunch,13,relaxing,Haha I saw your post 😂,3.2,3.2,NOW
4523,email,promotional,app_update,class_am,10,in_class,App update available: version 4.2 is here,1.6,0.5,MUTE
4524,academic,professor,announcement,evening,20,relaxing,Guest lecture next Tuesday — attendance is mandatory,4.2,4.2,NOW
4525,academic,system,grade_update,morning,7,waking_up,A new grade has been entered for your course,4.3,4.1,NOW
4526,whatsapp,group_academic,meeting_reminder,evening,20,with_friends,Quick standup before the lecture?,3.9,3.6,NOW
4527,instagram,rare_contact,social_chat,afternoon,16,studying,Commented on your post,2.65,1.9,BATCH
4528,instagram,unknown,promo_offer,evening,20,with_friends,Exclusive deal just for you — 30% off premium,1.5,1.2,MUTE
4529,email,academic_inst,deadline_reminder,class_am,9,studying,Reminder: Assignment 2 submission closes tomorrow at 11:59 PM,4.8,4.05,NOW
4530,instagram,known_friend,personal_chat,evening,20,with_family,Hey! Long time 😊,3.2,2.8,BATCH
4531,email,promotional,newsletter,class_am,10,in_class,Top tech news this week — your morning briefing,1.8,0.7,MUTE
4532,instagram,unknown,promo_offer,lunch,13,studying,Exclusive deal just for you — 30% off premium,1.5,0.75,MUTE
4533,whatsapp,known_friend,personal_chat,lunch,12,studying,Hey are you free tonight?,4.0,3.25,NOW
4534,whatsapp,known_friend,social_invite,class_am,10,studying,"Party at Priya's tonight, you in?",3.5,2.75,BATCH
4535,email,academic_inst,registration,afternoon,16,with_friends,Action required: Submit your elective preferences by EOD,3.8,3.5,BATCH
4536,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Can you call me when you get a chance?,4.0,2.9,BATCH
4537,academic,professor,assignment,morning,8,waking_up,Problem Set 5 is now available on the course page,4.8,4.6,NOW
4538,whatsapp,known_friend,media_share,evening,20,studying,"This song is stuck in my head, sharing",2.8,2.05,BATCH
4539,instagram,unknown,spam,evening,20,studying,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
4540,academic,professor,announcement,lunch,13,relaxing,Lecture recording for Week 9 is now available,4.2,4.2,NOW
4541,whatsapp,known_friend,media_share,afternoon,16,with_friends,Sent you a reel you'll find hilarious,2.8,2.5,BATCH
4542,academic,professor,announcement,afternoon,17,with_friends,Correction to textbook problem 3.4 — see the errata,4.2,3.9,NOW
4543,instagram,unknown,spam,afternoon,17,relaxing,Earn money from home! 500+ students already enrolled,1.2,1.2,MUTE
4544,instagram,known_friend,personal_chat,lunch,13,studying,Replied to your story,3.2,2.45,BATCH
4545,academic,professor,grade,lunch,12,studying,Grades for Assignment 2 have been released,4.6,3.85,NOW
4546,whatsapp,known_friend,personal_chat,class_pm,15,in_class,Missing you! When are we hanging out?,4.0,2.9,BATCH
4547,instagram,known_friend,personal_chat,evening,18,relaxing,Sent you a message,3.2,3.2,BATCH
4548,instagram,unknown,spam,class_am,11,relaxing,You've been selected for a collaboration! DM for details,1.2,1.2,MUTE
4549,email,academic_inst,registration,class_pm,15,in_class,Important: Complete your hostel registration by Friday,3.8,2.7,BATCH
4550,email,known_contact,personal_chat,afternoon,15,relaxing,Wanted to share this opportunity with you,3.2,3.2,NOW
4551,news_promo,promotional,discount_offer,class_pm,16,studying,Big Billion Days starts tomorrow! Set your reminders,1.8,1.05,MUTE
4552,whatsapp,known_friend,social_invite,evening,19,studying,"We're heading to the canteen, join us?",3.5,2.75,BATCH
4553,unknown,spam,spam,evening,19,relaxing,URGENT: Your SIM card will be blocked in 24 hours,1.1,1.1,MUTE
4554,whatsapp,known_friend,personal_chat,class_pm,14,in_class,Did you finish the readings for tomorrow?,4.0,2.9,NOW
4555,instagram,known_friend,personal_chat,late_night,23,relaxing,Hey! Long time 😊,3.2,3.2,BATCH
4556,instagram,known_friend,personal_chat,night,1,sleeping,Hey! Long time 😊,3.2,1.4,MUTE
4557,academic,professor,announcement,afternoon,17,relaxing,Correction to textbook problem 3.4 — see the errata,4.2,4.2,NOW
4558,whatsapp,known_friend,personal_chat,afternoon,17,relaxing,Hey are you free tonight?,4.0,4.0,NOW
4559,instagram,rare_contact,social_chat,evening,19,with_friends,Sent you a message,2.65,2.35,BATCH
4560,email,known_contact,professional,class_pm,15,in_class,Feedback on your draft — see attached,3.6,2.5,BATCH
4561,unknown,spam,spam,afternoon,17,studying,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
4562,whatsapp,known_friend,media_share,class_am,11,in_class,Look at this article I found,2.8,1.7,BATCH
4563,academic,professor,grade,class_am,9,in_class,Quiz 4 results are now visible on your dashboard,4.6,3.5,NOW
4564,email,known_contact,personal_chat,evening,18,with_family,Wanted to share this opportunity with you,3.2,2.8,BATCH
4565,whatsapp,known_friend,social_invite,late_night,23,relaxing,Come join us at the library,3.5,3.5,NOW
4566,email,unknown_sender,registration,late_night,23,relaxing,Your student account requires verification,3.5,3.5,NOW
4567,whatsapp,group_academic,meeting_reminder,evening,18,studying,Quick standup before the lecture?,3.9,3.15,BATCH
4568,email,promotional,discount_offer,evening,19,relaxing,Weekend sale: up to 60% off on study materials,2.0,2.0,MUTE
4569,academic,system,grade_update,evening,20,studying,Your GPA has been updated for this term,4.3,3.55,NOW
4570,unknown,spam,spam,class_am,9,in_class,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
4571,whatsapp,known_friend,social_invite,late_night,21,studying,Come join us at the library,3.5,2.75,NOW
4572,news_promo,promotional,newsletter,class_am,10,in_class,Breaking: Markets hit record high today,1.6,0.5,MUTE
4573,whatsapp,group_academic,assignment_update,morning,8,waking_up,Assignment 3 instructions just dropped on the portal,4.2,4.0,NOW
4574,email,unknown_sender,phishing,evening,20,relaxing,Security alert: Unusual login detected on your account,1.3,1.3,MUTE
4575,academic,system,grade_update,late_night,21,relaxing,Attendance record updated — please review,4.3,4.3,NOW
4576,news_promo,promotional,app_update,late_night,23,relaxing,New features unlocked in your app,1.4,1.4,MUTE
4577,academic,professor,announcement,afternoon,16,studying,Guest lecture next Tuesday — attendance is mandatory,4.2,3.45,NOW
4578,instagram,rare_contact,media_share,evening,20,with_family,Shared something with you,2.3,1.9,BATCH
4579,whatsapp,known_friend,social_invite,late_night,22,relaxing,"Group dinner plan for Saturday, save the date",3.5,3.5,NOW
4580,whatsapp,known_friend,personal_chat,class_am,10,studying,Missing you! When are we hanging out?,4.0,3.25,NOW
4581,academic,professor,assignment,lunch,13,studying,Assignment 3 has been posted. Due: Sunday 11:59 PM,4.8,4.05,NOW
4582,instagram,known_friend,media_share,night,3,sleeping,Shared a post with you,2.5,0.7,MUTE
4583,email,academic_inst,announcement,lunch,12,with_friends,Department seminar on AI in Healthcare — Thursday 3 PM,4.0,3.7,NOW
4584,email,academic_inst,announcement,lunch,13,studying,New resource uploaded: Week 8 slides and problem set,4.0,3.25,NOW
4585,email,promotional,discount_offer,evening,19,studying,Flash sale: Coursera courses from Rs.499 today only,2.0,1.25,MUTE
4586,whatsapp,known_friend,personal_chat,class_am,11,studying,Bro did you see what happened?,4.0,3.25,BATCH
4587,instagram,rare_contact,social_chat,evening,18,with_family,Commented on your post,2.65,2.25,BATCH
4588,academic,professor,assignment,class_pm,16,studying,Take-home quiz released. Attempt by Thursday,4.8,4.05,NOW
4589,whatsapp,unknown,spam,class_am,11,studying,You have won a gift voucher worth Rs.5000. Claim here,1.2,0.5,MUTE
4590,instagram,known_friend,media_share,class_am,9,studying,Shared a post with you,2.5,1.75,MUTE
4591,whatsapp,known_friend,personal_chat,afternoon,15,studying,Can you call me when you get a chance?,4.0,3.25,NOW
4592,academic,professor,assignment,afternoon,16,with_friends,Problem Set 5 is now available on the course page,4.8,4.5,NOW
4593,whatsapp,known_friend,personal_chat,lunch,13,with_friends,Did you finish the readings for tomorrow?,4.0,3.7,NOW
4594,instagram,unknown,promo_offer,lunch,13,studying,Exclusive deal just for you — 30% off premium,1.5,0.75,MUTE
4595,instagram,rare_contact,social_chat,lunch,12,relaxing,Sent you a message,2.65,2.65,BATCH
4596,whatsapp,group_academic,assignment_update,evening,20,with_family,Reminder: group presentation is next Monday,4.2,3.8,NOW
4597,email,unknown_sender,phishing,afternoon,15,with_friends,Security alert: Unusual login detected on your account,1.3,1.0,MUTE
4598,unknown,spam,spam,evening,19,with_family,Investment plan with 50% annual returns — limited offer,1.1,0.7,MUTE
4599,email,academic_inst,registration,class_am,10,in_class,Important: Complete your hostel registration by Friday,3.8,2.7,BATCH
4600,news_promo,promotional,newsletter,evening,18,with_friends,This week in tech: AI takes over search,1.6,1.3,MUTE
4601,news_promo,promotional,discount_offer,class_pm,15,in_class,Limited time: Buy 1 Get 1 Free on all beverages,1.8,0.7,MUTE
4602,whatsapp,unknown,spam,class_pm,14,in_class,Investment opportunity: 40% monthly returns guaranteed,1.2,0.5,MUTE
4603,news_promo,promotional,app_update,morning,6,relaxing,New features unlocked in your app,1.4,1.4,BATCH
4604,instagram,known_friend,personal_chat,late_night,23,studying,Sent you a message,3.2,2.45,BATCH
4605,academic,professor,announcement,evening,18,with_friends,Lecture recording for Week 9 is now available,4.2,3.9,NOW
4606,academic,professor,assignment,class_pm,14,studying,Your assignment submission was received successfully,4.8,4.05,NOW
4607,instagram,known_friend,media_share,class_pm,16,in_class,Sent you a reel,2.5,1.4,MUTE
4608,whatsapp,known_friend,social_invite,morning,6,relaxing,"Party at Priya's tonight, you in?",3.5,3.5,NOW
4609,whatsapp,known_friend,media_share,lunch,13,relaxing,This meme is literally you 😭,2.8,2.8,BATCH
4610,whatsapp,group_academic,assignment_update,class_pm,14,in_class,"I've updated the shared doc, please review before tomorrow",4.2,3.1,BATCH
4611,news_promo,promotional,discount_offer,lunch,12,with_friends,Student discount activated: 25% off your next purchase,1.8,1.5,MUTE
4612,whatsapp,unknown,spam,class_am,9,in_class,You have won a gift voucher worth Rs.5000. Claim here,1.2,0.5,MUTE
4613,instagram,rare_contact,social_chat,afternoon,17,studying,Replied to your story,2.65,1.9,BATCH
4614,whatsapp,known_friend,personal_chat,morning,8,studying,Hey are you free tonight?,4.0,3.25,NOW
4615,whatsapp,known_friend,media_share,evening,19,with_friends,Sent you a reel you'll find hilarious,2.8,2.5,BATCH
4616,whatsapp,known_friend,media_share,afternoon,16,studying,This meme is literally you 😭,2.8,2.05,BATCH
4617,whatsapp,group_social,media_share,lunch,13,with_friends,Notification from whatsapp,2.5,2.2,BATCH
4618,instagram,known_friend,media_share,morning,6,studying,Sent you a meme,2.5,1.75,BATCH
4619,whatsapp,group_academic,assignment_update,evening,18,studying,"I've updated the shared doc, please review before tomorrow",4.2,3.45,NOW
4620,whatsapp,known_friend,media_share,late_night,23,sleeping,"This song is stuck in my head, sharing",2.8,1.0,MUTE
4621,whatsapp,known_friend,personal_chat,evening,19,relaxing,Hey are you free tonight?,4.0,4.0,NOW
4622,instagram,rare_contact,media_share,afternoon,16,relaxing,Shared something with you,2.3,2.3,BATCH
4623,unknown,spam,spam,evening,19,relaxing,Your KYC is pending — complete now to avoid suspension,1.1,1.1,MUTE
4624,whatsapp,group_social,social_chat,class_pm,15,in_class,Anyone up for badminton after 5?,2.8,1.7,BATCH
4625,news_promo,promotional,app_update,class_am,11,in_class,New features unlocked in your app,1.4,0.5,MUTE
4626,email,academic_inst,grade_update,class_am,10,relaxing,Your GPA for this semester has been calculated,4.4,4.4,NOW
4627,email,known_contact,professional,evening,20,with_friends,Your application has been received,3.6,3.3,NOW
4628,academic,system,deadline,evening,20,with_family,Reminder: 3 days left to submit Assignment 4,4.7,4.3,NOW
4629,instagram,known_friend,personal_chat,evening,20,with_family,Sent you a message,3.2,2.8,BATCH
4630,whatsapp,known_friend,personal_chat,evening,18,with_family,Dude you need to see this,4.0,3.6,NOW
4631,email,academic_inst,grade_update,morning,8,studying,Mid-term results are now available on the student portal,4.4,3.65,NOW
4632,whatsapp,known_friend,personal_chat,evening,18,with_family,Can you call me when you get a chance?,4.0,3.6,NOW
4633,unknown,spam,spam,evening,18,relaxing,Free data offer! Click the link to activate,1.1,1.1,MUTE
4634,instagram,unknown,promo_offer,afternoon,17,studying,New followers waiting! Boost your profile now,1.5,0.75,MUTE
4635,news_promo,promotional,newsletter,late_night,22,sleeping,Breaking: Markets hit record high today,1.6,0.5,MUTE
4636,academic,professor,announcement,morning,8,studying,Correction to textbook problem 3.4 — see the errata,4.2,3.45,NOW
4637,whatsapp,known_friend,personal_chat,evening,19,relaxing,Bro did you see what happened?,4.0,4.0,NOW
4638,whatsapp,group_academic,meeting_reminder,afternoon,17,relaxing,"Meeting moved to 5:30, library room 204",3.9,3.9,NOW
4639,instagram,unknown,promo_offer,afternoon,17,with_friends,Your story views are up! See who's watching,1.5,1.2,MUTE
4640,instagram,known_friend,personal_chat,evening,19,studying,Hey! Long time 😊,3.2,2.45,BATCH
4641,instagram,unknown,spam,afternoon,15,relaxing,You've been selected for a collaboration! DM for details,1.2,1.2,MUTE
4642,news_promo,promotional,newsletter,evening,19,with_family,This week in tech: AI takes over search,1.6,1.2,MUTE
4643,whatsapp,known_friend,personal_chat,evening,20,with_family,Hey are you free tonight?,4.0,3.6,NOW
4644,whatsapp,unknown,promo_offer,lunch,13,with_friends,Your Swiggy order has been delivered. Rate your experience!,1.8,1.5,MUTE
4645,instagram,known_friend,personal_chat,class_pm,15,in_class,Haha I saw your post 😂,3.2,2.1,MUTE
4646,whatsapp,group_social,social_chat,class_pm,16,in_class,Long weekend plans??,2.8,1.7,MUTE
4647,whatsapp,group_academic,assignment_update,morning,7,waking_up,"I've updated the shared doc, please review before tomorrow",4.2,4.0,NOW
4648,instagram,known_friend,personal_chat,afternoon,17,relaxing,Haha I saw your post 😂,3.2,3.2,BATCH
4649,email,promotional,newsletter,class_pm,16,in_class,Your weekly digest from Medium is here,1.8,0.7,MUTE
4650,unknown,spam,spam,evening,18,with_family,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.7,MUTE
4651,whatsapp,known_friend,personal_chat,afternoon,17,relaxing,Missing you! When are we hanging out?,4.0,4.0,NOW
4652,email,known_contact,professional,class_pm,14,in_class,Quick question about the project timeline,3.6,2.5,BATCH
4653,whatsapp,group_academic,group_chat,morning,8,waking_up,Prof just cancelled tomorrow's lecture,3.2,3.0,NOW
4654,whatsapp,known_friend,social_invite,class_pm,16,studying,"We're heading to the canteen, join us?",3.5,2.75,BATCH
4655,email,academic_inst,deadline_reminder,lunch,13,relaxing,Your internship application deadline is this Friday,4.8,4.8,NOW
4656,instagram,rare_contact,media_share,class_pm,15,studying,Sent you a reel,2.3,1.55,BATCH
